TissueType,ZT,Metabolite,Abundance,RelAbundance
Eye,24,Trp-CA_25121,0,0
Eye,24,Ornithine-CA_20652,0,NA
Eye,24,Arg-DCA_22370,0,NA
Eye,24,Ser-CA_18843,0,0
Eye,24,Val-CA_19625,8006,82.55310373272839
Eye,24,Thr-CA_19755,2043,95.91549295774648
Eye,24,Ile-Leu-CA_20580,143034,90.10242777770779
Eye,24,Ile-Leu-gMCA_20581,0,NA
Eye,24,Lys-CA_21586,12928,53.58534361269999
Eye,24,Lys-CA_21588,0,NA
Eye,24,Lys-bMCA_21589,0,NA
Eye,24,Lys-gMCA_21590,0,NA
Eye,24,Met-CA_21765,0,NA
Eye,24,Met-gMCA_21769,0,NA
Eye,24,Phe-bMCA_22813,0,NA
Eye,24,Arg-bMCA_23369,0,NA
Eye,24,Tyr-bMCA_23804,0,0
Eye,24,Trp-bMCA_25122,0,NA
Feces,0,Ala-CA_17790,5894,32.38817452467304
Feces,0,Ala-bMCA_17791,5805,17.387527706224166
Feces,0,Asn-CA_20646,21227,19.86133463078708
Feces,0,Gln-CA_21582,19502559,98.43557437015428
Feces,0,His-CA_22165,3137,87.23581757508343
Feces,0,Arg-CA_23368,0,NA
Feces,0,Phe-CA_22812,32898,36.47390128165328
Feces,0,Tyr-CA_23803,0,0
Feces,0,Trp-CA_25121,10083,6.295029155793075
Feces,0,Ornithine-CA_20652,3405,30.290899386175607
Feces,0,Arg-DCA_22370,15942,14.828112210729966
Feces,0,Ser-CA_18843,2868,34.95003655861565
Feces,0,Val-CA_19625,513756,35.36449961968549
Feces,0,Thr-CA_19755,9851,31.148422184278758
Feces,0,Ile-Leu-CA_20580,188935,81.49546013328445
Feces,0,Ile-Leu-gMCA_20581,13133,18.236731746604825
Feces,0,Lys-CA_21586,6453,26.14138140571197
Feces,0,Lys-CA_21588,0,NA
Feces,0,Lys-bMCA_21589,27864,5.639709513670184
Feces,0,Lys-gMCA_21590,0,0
Feces,0,Met-CA_21765,4654,55.4047619047619
Feces,0,Met-gMCA_21769,2992,21.382119631244194
Feces,0,Phe-bMCA_22813,2837,4.0222307288786805
Feces,0,Arg-bMCA_23369,8848,4.24120410315406
Feces,0,Tyr-bMCA_23804,3294,5.123658422771815
Feces,0,Trp-bMCA_25122,3351,1.8095515811301193
Feces,4,Ala-CA_17790,11868,65.21595779756018
Feces,4,Ala-bMCA_17791,5294,15.856946025280058
Feces,4,Asn-CA_20646,72994,68.29784048804221
Feces,4,Gln-CA_21582,19812511,100
Feces,4,His-CA_22165,3252,90.43381535038932
Feces,4,Arg-CA_23368,0,NA
Feces,4,Phe-CA_22812,5911,6.553505698700608
Feces,4,Tyr-CA_23803,3295,84.33580752495521
Feces,4,Trp-CA_25121,9226,5.759986015208461
Feces,4,Ornithine-CA_20652,11241,100
Feces,4,Arg-DCA_22370,10262,9.544981025373913
Feces,4,Ser-CA_18843,3242,39.50767730928589
Feces,4,Val-CA_19625,697472,48.01062815566393
Feces,4,Thr-CA_19755,10415,32.931765003478155
Feces,4,Ile-Leu-CA_20580,203987,87.98800871309336
Feces,4,Ile-Leu-gMCA_20581,17725,24.613269642014053
Feces,4,Lys-CA_21586,6301,25.525622847883326
Feces,4,Lys-CA_21588,0,NA
Feces,4,Lys-bMCA_21589,78384,15.865022628464098
Feces,4,Lys-gMCA_21590,0,0
Feces,4,Met-CA_21765,4514,53.73809523809524
Feces,4,Met-gMCA_21769,3914,27.971128421353537
Feces,4,Phe-bMCA_22813,3839,5.44284235747806
Feces,4,Arg-bMCA_23369,27076,12.978621416930302
Feces,4,Tyr-bMCA_23804,3518,5.472079639135169
Feces,4,Trp-bMCA_25122,0,0
Feces,8,Ala-CA_17790,9280,50.99461479283438
Feces,8,Ala-bMCA_17791,33386,100
Feces,8,Asn-CA_20646,35937,33.62494853849321
Feces,8,Gln-CA_21582,18990470,95.85089946448484
Feces,8,His-CA_22165,3596,100
Feces,8,Arg-CA_23368,0,NA
Feces,8,Phe-CA_22812,90196,100
Feces,8,Tyr-CA_23803,3907,100
Feces,8,Trp-CA_25121,160174,100
Feces,8,Ornithine-CA_20652,5988,53.26928209234054
Feces,8,Arg-DCA_22370,31910,29.680407768435153
Feces,8,Ser-CA_18843,8206,100
Feces,8,Val-CA_19625,900082,61.957329056372586
Feces,8,Thr-CA_19755,7100,22.449883007651934
Feces,8,Ile-Leu-CA_20580,213380,92.03959712726724
Feces,8,Ile-Leu-gMCA_20581,14372,19.9572305385064
Feces,8,Lys-CA_21586,7531,30.50840591452299
Feces,8,Lys-CA_21588,0,NA
Feces,8,Lys-bMCA_21589,248231,50.242274342803015
Feces,8,Lys-gMCA_21590,16206,57.92408320823505
Feces,8,Met-CA_21765,8400,100
Feces,8,Met-gMCA_21769,8126,58.07189308940185
Feces,8,Phe-bMCA_22813,36678,52.00119093190422
Feces,8,Arg-bMCA_23369,18998,9.106509443006424
Feces,8,Tyr-bMCA_23804,34456,53.59464924560585
Feces,8,Trp-bMCA_25122,185184,100
Feces,12,Ala-CA_17790,18198,100
Feces,12,Ala-bMCA_17791,30950,92.70352842508835
Feces,12,Asn-CA_20646,106876,100
Feces,12,Gln-CA_21582,19693262,99.39811263701002
Feces,12,His-CA_22165,3443,95.74527252502781
Feces,12,Arg-CA_23368,0,NA
Feces,12,Phe-CA_22812,63103,69.96208257572398
Feces,12,Tyr-CA_23803,3106,79.49833631942667
Feces,12,Trp-CA_25121,28526,17.809382296752283
Feces,12,Ornithine-CA_20652,4004,35.61960679654835
Feces,12,Arg-DCA_22370,107512,100
Feces,12,Ser-CA_18843,6383,77.78454789178649
Feces,12,Val-CA_19625,1452745,100
Feces,12,Thr-CA_19755,31626,100
Feces,12,Ile-Leu-CA_20580,182782,78.84141738736602
Feces,12,Ile-Leu-gMCA_20581,72014,100
Feces,12,Lys-CA_21586,18905,76.5849706299372
Feces,12,Lys-CA_21588,0,NA
Feces,12,Lys-bMCA_21589,494068,100
Feces,12,Lys-gMCA_21590,27978,100
Feces,12,Met-CA_21765,4530,53.92857142857142
Feces,12,Met-gMCA_21769,13993,100
Feces,12,Phe-bMCA_22813,70533,100
Feces,12,Arg-bMCA_23369,208620,100
Feces,12,Tyr-bMCA_23804,64290,100
Feces,12,Trp-bMCA_25122,77701,41.95880853637463
Feces,16,Ala-CA_17790,3404,18.705352236509505
Feces,16,Ala-bMCA_17791,7295,21.850476247528906
Feces,16,Asn-CA_20646,7200,6.73677907107302
Feces,16,Gln-CA_21582,18778515,94.78109564204154
Feces,16,His-CA_22165,2722,75.6952169076752
Feces,16,Arg-CA_23368,0,NA
Feces,16,Phe-CA_22812,14972,16.599405738613683
Feces,16,Tyr-CA_23803,0,0
Feces,16,Trp-CA_25121,8430,5.263026458726135
Feces,16,Ornithine-CA_20652,5261,46.80188595320701
Feces,16,Arg-DCA_22370,21463,19.963352928045243
Feces,16,Ser-CA_18843,3551,43.2732147209359
Feces,16,Val-CA_19625,303448,20.887905310291895
Feces,16,Thr-CA_19755,9391,29.693922721811166
Feces,16,Ile-Leu-CA_20580,196296,84.67056311600923
Feces,16,Ile-Leu-gMCA_20581,5078,7.051406670925098
Feces,16,Lys-CA_21586,24685,100
Feces,16,Lys-CA_21588,0,NA
Feces,16,Lys-bMCA_21589,41356,8.370507703393056
Feces,16,Lys-gMCA_21590,0,0
Feces,16,Met-CA_21765,3714,44.21428571428571
Feces,16,Met-gMCA_21769,3516,25.12684913885514
Feces,16,Phe-bMCA_22813,14851,21.055392511306763
Feces,16,Arg-bMCA_23369,0,0
Feces,16,Tyr-bMCA_23804,3009,4.680354643023799
Feces,16,Trp-bMCA_25122,0,0
Feces,20,Ala-CA_17790,5963,32.76733707000769
Feces,20,Ala-bMCA_17791,3810,11.411969088839633
Feces,20,Asn-CA_20646,23594,22.076050750402334
Feces,20,Gln-CA_21582,19207473,96.94618213713547
Feces,20,His-CA_22165,3148,87.54171301446051
Feces,20,Arg-CA_23368,0,NA
Feces,20,Phe-CA_22812,20904,23.17619406625571
Feces,20,Tyr-CA_23803,3060,78.32096237522396
Feces,20,Trp-CA_25121,5283,3.29828811167855
Feces,20,Ornithine-CA_20652,9306,82.78622898318655
Feces,20,Arg-DCA_22370,27018,25.130218022174265
Feces,20,Ser-CA_18843,3006,36.631732878381676
Feces,20,Val-CA_19625,406504,27.981786204736554
Feces,20,Thr-CA_19755,28123,88.92367039777398
Feces,20,Ile-Leu-CA_20580,231835,100
Feces,20,Ile-Leu-gMCA_20581,3441,4.778237564917933
Feces,20,Lys-CA_21586,5386,21.818918371480656
Feces,20,Lys-CA_21588,0,NA
Feces,20,Lys-bMCA_21589,71327,14.436676732757434
Feces,20,Lys-gMCA_21590,0,0
Feces,20,Met-CA_21765,4273,50.86904761904761
Feces,20,Met-gMCA_21769,9680,69.17744586579003
Feces,20,Phe-bMCA_22813,40137,56.90527838033261
Feces,20,Arg-bMCA_23369,0,0
Feces,20,Tyr-bMCA_23804,4624,7.192409394929227
Feces,20,Trp-bMCA_25122,0,0
Feces,24,Ala-CA_17790,5894,32.38817452467304
Feces,24,Ala-bMCA_17791,5805,17.387527706224166
Feces,24,Asn-CA_20646,21227,19.86133463078708
Feces,24,Gln-CA_21582,19502559,98.43557437015428
Feces,24,His-CA_22165,3137,87.23581757508343
Feces,24,Arg-CA_23368,0,NA
Feces,24,Phe-CA_22812,32898,36.47390128165328
Feces,24,Tyr-CA_23803,0,0
Feces,24,Trp-CA_25121,10083,6.295029155793075
Feces,24,Ornithine-CA_20652,3405,30.290899386175607
Feces,24,Arg-DCA_22370,15942,14.828112210729966
Feces,24,Ser-CA_18843,2868,34.95003655861565
Feces,24,Val-CA_19625,513756,35.36449961968549
Feces,24,Thr-CA_19755,9851,31.148422184278758
Feces,24,Ile-Leu-CA_20580,188935,81.49546013328445
Feces,24,Ile-Leu-gMCA_20581,13133,18.236731746604825
Feces,24,Lys-CA_21586,6453,26.14138140571197
Feces,24,Lys-CA_21588,0,NA
Feces,24,Lys-bMCA_21589,27864,5.639709513670184
Feces,24,Lys-gMCA_21590,0,0
Feces,24,Met-CA_21765,4654,55.4047619047619
Feces,24,Met-gMCA_21769,2992,21.382119631244194
Feces,24,Phe-bMCA_22813,2837,4.0222307288786805
Feces,24,Arg-bMCA_23369,8848,4.24120410315406
Feces,24,Tyr-bMCA_23804,3294,5.123658422771815
Feces,24,Trp-bMCA_25122,3351,1.8095515811301193
Heart,0,Ala-CA_17790,3693,70.72003063960169
Heart,0,Ala-bMCA_17791,0,0
Heart,0,Asn-CA_20646,2214,76.50310988251555
Heart,0,Gln-CA_21582,20138943,100
Heart,0,His-CA_22165,0,0
Heart,0,Arg-CA_23368,0,NA
Heart,0,Phe-CA_22812,5975,7.930924632987336
Heart,0,Tyr-CA_23803,0,0
Heart,0,Trp-CA_25121,0,0
Heart,0,Ornithine-CA_20652,0,NA
Heart,0,Arg-DCA_22370,0,NA
Heart,0,Ser-CA_18843,2315,100
Heart,0,Val-CA_19625,12009,54.23139450867052
Heart,0,Thr-CA_19755,0,NA
Heart,0,Ile-Leu-CA_20580,119713,80.38367790931127
Heart,0,Ile-Leu-gMCA_20581,0,NA
Heart,0,Lys-CA_21586,6068,56.99793349614879
Heart,0,Lys-CA_21588,0,NA
Heart,0,Lys-bMCA_21589,0,NA
Heart,0,Lys-gMCA_21590,0,NA
Heart,0,Met-CA_21765,0,0
Heart,0,Met-gMCA_21769,0,NA
Heart,0,Phe-bMCA_22813,0,NA
Heart,0,Arg-bMCA_23369,0,NA
Heart,0,Tyr-bMCA_23804,0,0
Heart,0,Trp-bMCA_25122,0,NA
Heart,4,Ala-CA_17790,3176,60.81960934507852
Heart,4,Ala-bMCA_17791,0,0
Heart,4,Asn-CA_20646,2406,83.13752591568763
Heart,4,Gln-CA_21582,19002012,94.35456468594205
Heart,4,His-CA_22165,0,0
Heart,4,Arg-CA_23368,0,NA
Heart,4,Phe-CA_22812,0,0
Heart,4,Tyr-CA_23803,0,0
Heart,4,Trp-CA_25121,0,0
Heart,4,Ornithine-CA_20652,0,NA
Heart,4,Arg-DCA_22370,0,NA
Heart,4,Ser-CA_18843,0,0
Heart,4,Val-CA_19625,8626,38.954118497109825
Heart,4,Thr-CA_19755,0,NA
Heart,4,Ile-Leu-CA_20580,147838,99.26876926279317
Heart,4,Ile-Leu-gMCA_20581,0,NA
Heart,4,Lys-CA_21586,10646,100
Heart,4,Lys-CA_21588,0,NA
Heart,4,Lys-bMCA_21589,0,NA
Heart,4,Lys-gMCA_21590,0,NA
Heart,4,Met-CA_21765,0,0
Heart,4,Met-gMCA_21769,0,NA
Heart,4,Phe-bMCA_22813,0,NA
Heart,4,Arg-bMCA_23369,0,NA
Heart,4,Tyr-bMCA_23804,0,0
Heart,4,Trp-bMCA_25122,0,NA
Heart,8,Ala-CA_17790,2203,42.18690157027959
Heart,8,Ala-bMCA_17791,0,0
Heart,8,Asn-CA_20646,2758,95.30062197650311
Heart,8,Gln-CA_21582,19049141,94.58858391922556
Heart,8,His-CA_22165,2480,35.678319666235076
Heart,8,Arg-CA_23368,0,NA
Heart,8,Phe-CA_22812,4330,5.747431575035175
Heart,8,Tyr-CA_23803,0,0
Heart,8,Trp-CA_25121,5528,11.880251875094023
Heart,8,Ornithine-CA_20652,0,NA
Heart,8,Arg-DCA_22370,0,NA
Heart,8,Ser-CA_18843,2240,96.76025917926566
Heart,8,Val-CA_19625,14681,66.29786849710982
Heart,8,Thr-CA_19755,0,NA
Heart,8,Ile-Leu-CA_20580,148927,100
Heart,8,Ile-Leu-gMCA_20581,0,NA
Heart,8,Lys-CA_21586,8097,76.05673492391509
Heart,8,Lys-CA_21588,0,NA
Heart,8,Lys-bMCA_21589,0,NA
Heart,8,Lys-gMCA_21590,0,NA
Heart,8,Met-CA_21765,2293,100
Heart,8,Met-gMCA_21769,0,NA
Heart,8,Phe-bMCA_22813,0,NA
Heart,8,Arg-bMCA_23369,0,NA
Heart,8,Tyr-bMCA_23804,0,0
Heart,8,Trp-bMCA_25122,0,NA
Heart,12,Ala-CA_17790,5222,100
Heart,12,Ala-bMCA_17791,2251,100
Heart,12,Asn-CA_20646,0,0
Heart,12,Gln-CA_21582,19588679,97.2676619621993
Heart,12,His-CA_22165,6951,100
Heart,12,Arg-CA_23368,0,NA
Heart,12,Phe-CA_22812,6222,8.258780429530914
Heart,12,Tyr-CA_23803,0,0
Heart,12,Trp-CA_25121,46531,100
Heart,12,Ornithine-CA_20652,0,NA
Heart,12,Arg-DCA_22370,0,NA
Heart,12,Ser-CA_18843,2165,93.52051835853132
Heart,12,Val-CA_19625,8743,39.482478323699425
Heart,12,Thr-CA_19755,0,NA
Heart,12,Ile-Leu-CA_20580,147944,99.33994507376097
Heart,12,Ile-Leu-gMCA_20581,0,NA
Heart,12,Lys-CA_21586,0,0
Heart,12,Lys-CA_21588,0,NA
Heart,12,Lys-bMCA_21589,0,NA
Heart,12,Lys-gMCA_21590,0,NA
Heart,12,Met-CA_21765,0,0
Heart,12,Met-gMCA_21769,0,NA
Heart,12,Phe-bMCA_22813,0,NA
Heart,12,Arg-bMCA_23369,0,NA
Heart,12,Tyr-bMCA_23804,2587,69.171122994652407
Heart,12,Trp-bMCA_25122,0,NA
Heart,16,Ala-CA_17790,0,0
Heart,16,Ala-bMCA_17791,0,0
Heart,16,Asn-CA_20646,2894,100
Heart,16,Gln-CA_21582,20105575,99.83431106587868
Heart,16,His-CA_22165,2080,29.923751978132646
Heart,16,Arg-CA_23368,0,NA
Heart,16,Phe-CA_22812,5972,7.926942578778305
Heart,16,Tyr-CA_23803,2589,100
Heart,16,Trp-CA_25121,4178,8.978960263050439
Heart,16,Ornithine-CA_20652,0,NA
Heart,16,Arg-DCA_22370,0,NA
Heart,16,Ser-CA_18843,0,0
Heart,16,Val-CA_19625,16806,75.89414739884393
Heart,16,Thr-CA_19755,0,NA
Heart,16,Ile-Leu-CA_20580,123109,82.66398973993971
Heart,16,Ile-Leu-gMCA_20581,0,NA
Heart,16,Lys-CA_21586,5038,47.322938192748445
Heart,16,Lys-CA_21588,0,NA
Heart,16,Lys-bMCA_21589,0,NA
Heart,16,Lys-gMCA_21590,0,NA
Heart,16,Met-CA_21765,0,0
Heart,16,Met-gMCA_21769,0,NA
Heart,16,Phe-bMCA_22813,0,NA
Heart,16,Arg-bMCA_23369,0,NA
Heart,16,Tyr-bMCA_23804,2743,73.34224598930481
Heart,16,Trp-bMCA_25122,0,NA
Heart,20,Ala-CA_17790,0,0
Heart,20,Ala-bMCA_17791,0,0
Heart,20,Asn-CA_20646,0,0
Heart,20,Gln-CA_21582,19991736,99.26904306745394
Heart,20,His-CA_22165,2042,29.37706804776291
Heart,20,Arg-CA_23368,0,NA
Heart,20,Phe-CA_22812,75338,100
Heart,20,Tyr-CA_23803,0,0
Heart,20,Trp-CA_25121,8748,18.800369646042423
Heart,20,Ornithine-CA_20652,0,NA
Heart,20,Arg-DCA_22370,0,NA
Heart,20,Ser-CA_18843,0,0
Heart,20,Val-CA_19625,22144,100
Heart,20,Thr-CA_19755,0,NA
Heart,20,Ile-Leu-CA_20580,134172,90.09246140726664
Heart,20,Ile-Leu-gMCA_20581,0,NA
Heart,20,Lys-CA_21586,4347,40.8322374600789
Heart,20,Lys-CA_21588,0,NA
Heart,20,Lys-bMCA_21589,0,NA
Heart,20,Lys-gMCA_21590,0,NA
Heart,20,Met-CA_21765,0,0
Heart,20,Met-gMCA_21769,0,NA
Heart,20,Phe-bMCA_22813,0,NA
Heart,20,Arg-bMCA_23369,0,NA
Heart,20,Tyr-bMCA_23804,3740,100
Heart,20,Trp-bMCA_25122,0,NA
Heart,24,Ala-CA_17790,3693,70.72003063960169
Heart,24,Ala-bMCA_17791,0,0
Heart,24,Asn-CA_20646,2214,76.50310988251555
Heart,24,Gln-CA_21582,20138943,100
Heart,24,His-CA_22165,0,0
Heart,24,Arg-CA_23368,0,NA
Heart,24,Phe-CA_22812,5975,7.930924632987336
Heart,24,Tyr-CA_23803,0,0
Heart,24,Trp-CA_25121,0,0
Heart,24,Ornithine-CA_20652,0,NA
Heart,24,Arg-DCA_22370,0,NA
Heart,24,Ser-CA_18843,2315,100
Heart,24,Val-CA_19625,12009,54.23139450867052
Heart,24,Thr-CA_19755,0,NA
Heart,24,Ile-Leu-CA_20580,119713,80.38367790931127
Heart,24,Ile-Leu-gMCA_20581,0,NA
Heart,24,Lys-CA_21586,6068,56.99793349614879
Heart,24,Lys-CA_21588,0,NA
Heart,24,Lys-bMCA_21589,0,NA
Heart,24,Lys-gMCA_21590,0,NA
Heart,24,Met-CA_21765,0,0
Heart,24,Met-gMCA_21769,0,NA
Heart,24,Phe-bMCA_22813,0,NA
Heart,24,Arg-bMCA_23369,0,NA
Heart,24,Tyr-bMCA_23804,0,0
Heart,24,Trp-bMCA_25122,0,NA
IlealCont,0,Ala-CA_17790,1145010,19.669104984519947
IlealCont,0,Ala-bMCA_17791,436475,13.332276464633692
IlealCont,0,Asn-CA_20646,185733,9.039309630410486
IlealCont,0,Gln-CA_21582,12268800,77.80410396862571
IlealCont,0,His-CA_22165,105675,11.59195018999061
IlealCont,0,Arg-CA_23368,859844,1.7081397793934547
IlealCont,0,Phe-CA_22812,183319,4.5059242584215244
IlealCont,0,Tyr-CA_23803,87581,1.6948411273912654
IlealCont,0,Trp-CA_25121,40889,1.0656659395688262
IlealCont,0,Ornithine-CA_20652,0,0
IlealCont,0,Arg-DCA_22370,3859,0.4175076233819416
IlealCont,0,Ser-CA_18843,925028,26.137937163192852
IlealCont,0,Val-CA_19625,87284,11.789097205620365
IlealCont,0,Thr-CA_19755,98269,13.301929252833306
IlealCont,0,Ile-Leu-CA_20580,184599,7.6580873636518065
IlealCont,0,Ile-Leu-gMCA_20581,16790,3.9962726843218297
IlealCont,0,Lys-CA_21586,289941,2.4587775209622698
IlealCont,0,Lys-CA_21588,71831,4.891766990873096
IlealCont,0,Lys-bMCA_21589,0,0
IlealCont,0,Lys-gMCA_21590,0,0
IlealCont,0,Met-CA_21765,92082,9.084326128906236
IlealCont,0,Met-gMCA_21769,84642,10.432782617698827
IlealCont,0,Phe-bMCA_22813,4684,0.3034927912362893
IlealCont,0,Arg-bMCA_23369,3674,0.028954100500360586
IlealCont,0,Tyr-bMCA_23804,0,0
IlealCont,0,Trp-bMCA_25122,3957,0.5870636801637903
IlealCont,4,Ala-CA_17790,5821363,100
IlealCont,4,Ala-bMCA_17791,1712228,52.30058323268645
IlealCont,4,Asn-CA_20646,361979,17.616903085107964
IlealCont,4,Gln-CA_21582,4385718,27.81257003529874
IlealCont,4,His-CA_22165,577866,63.38863391047186
IlealCont,4,Arg-CA_23368,16999065,33.769822361957516
IlealCont,4,Phe-CA_22812,2724013,66.95539609617984
IlealCont,4,Tyr-CA_23803,2634964,50.99102952004885
IlealCont,4,Trp-CA_25121,1600863,41.72235009454791
IlealCont,4,Ornithine-CA_20652,161047,30.351637002359578
IlealCont,4,Arg-DCA_22370,91550,9.904851754500324
IlealCont,4,Ser-CA_18843,2937566,83.0049636559453
IlealCont,4,Val-CA_19625,366974,49.56569540735218
IlealCont,4,Thr-CA_19755,222834,30.163348595445733
IlealCont,4,Ile-Leu-CA_20580,861696,35.747448517648024
IlealCont,4,Ile-Leu-gMCA_20581,55071,13.107726801565663
IlealCont,4,Lys-CA_21586,4757510,40.344962056946784
IlealCont,4,Lys-CA_21588,582400,39.66205531712619
IlealCont,4,Lys-bMCA_21589,8145,1.0446198231520842
IlealCont,4,Lys-gMCA_21590,128727,15.525803671739737
IlealCont,4,Met-CA_21765,266789,26.32000047354277
IlealCont,4,Met-gMCA_21769,114526,14.116217268904041
IlealCont,4,Phe-bMCA_22813,480954,31.162696822429183
IlealCont,4,Arg-bMCA_23369,4004123,31.555737549756486
IlealCont,4,Tyr-bMCA_23804,481112,19.243302309898635
IlealCont,4,Trp-bMCA_25122,146219,21.69316761432127
IlealCont,8,Ala-CA_17790,3861739.5,66.33737665904016
IlealCont,8,Ala-bMCA_17791,3273822,100
IlealCont,8,Asn-CA_20646,2054725.5,100
IlealCont,8,Gln-CA_21582,15768834,100
IlealCont,8,His-CA_22165,911624,100
IlealCont,8,Arg-CA_23368,50338035,100
IlealCont,8,Phe-CA_22812,4068399.5,100
IlealCont,8,Tyr-CA_23803,5167505,100
IlealCont,8,Trp-CA_25121,3836943.5,100
IlealCont,8,Ornithine-CA_20652,530604,100
IlealCont,8,Arg-DCA_22370,924294.5,100
IlealCont,8,Ser-CA_18843,3539024.5,100
IlealCont,8,Val-CA_19625,740379,100
IlealCont,8,Thr-CA_19755,738757.5,100
IlealCont,8,Ile-Leu-CA_20580,2410510.5,100
IlealCont,8,Ile-Leu-gMCA_20581,420141.5,100
IlealCont,8,Lys-CA_21586,11792079.5,100
IlealCont,8,Lys-CA_21588,1468406,100
IlealCont,8,Lys-bMCA_21589,779709.5,100
IlealCont,8,Lys-gMCA_21590,829116.5,100
IlealCont,8,Met-CA_21765,1013636,100
IlealCont,8,Met-gMCA_21769,811308,100
IlealCont,8,Phe-bMCA_22813,1543364.5,100
IlealCont,8,Arg-bMCA_23369,12689049,100
IlealCont,8,Tyr-bMCA_23804,2500153,100
IlealCont,8,Trp-bMCA_25122,674032.5,100
IlealCont,12,Ala-CA_17790,368991,6.338567101896928
IlealCont,12,Ala-bMCA_17791,391610,11.961859868984934
IlealCont,12,Asn-CA_20646,37356,1.8180530684025678
IlealCont,12,Gln-CA_21582,13127736,83.25115224118663
IlealCont,12,His-CA_22165,2516,0.27599097873684764
IlealCont,12,Arg-CA_23368,123057,0.2444612706872646
IlealCont,12,Phe-CA_22812,5022,0.1234392050239904
IlealCont,12,Tyr-CA_23803,2324,0.04497334787290965
IlealCont,12,Trp-CA_25121,8329,0.21707382451683221
IlealCont,12,Ornithine-CA_20652,0,0
IlealCont,12,Arg-DCA_22370,0,0
IlealCont,12,Ser-CA_18843,353302,9.983033460209162
IlealCont,12,Val-CA_19625,31265,4.2228372225576365
IlealCont,12,Thr-CA_19755,53751,7.27586521964244
IlealCont,12,Ile-Leu-CA_20580,100133,4.15401633803296
IlealCont,12,Ile-Leu-gMCA_20581,15002,3.570701775473263
IlealCont,12,Lys-CA_21586,13104,0.11112543805356807
IlealCont,12,Lys-CA_21588,0,0
IlealCont,12,Lys-bMCA_21589,0,0
IlealCont,12,Lys-gMCA_21590,0,0
IlealCont,12,Met-CA_21765,13709,1.352457884289824
IlealCont,12,Met-gMCA_21769,17073,2.104379594432694
IlealCont,12,Phe-bMCA_22813,15546,1.007279874585686
IlealCont,12,Arg-bMCA_23369,0,0
IlealCont,12,Tyr-bMCA_23804,1791,0.0716356159003069
IlealCont,12,Trp-bMCA_25122,26807,3.977107928771981
IlealCont,16,Ala-CA_17790,203937,3.503251729878381
IlealCont,16,Ala-bMCA_17791,117289,3.5826321650963306
IlealCont,16,Asn-CA_20646,2486,0.1209893973671909
IlealCont,16,Gln-CA_21582,13887796,88.07116620036713
IlealCont,16,His-CA_22165,2600,0.2852053039410985
IlealCont,16,Arg-CA_23368,156552,0.311001412748829
IlealCont,16,Phe-CA_22812,19964,0.49070893849043096
IlealCont,16,Tyr-CA_23803,6384,0.12354124475931808
IlealCont,16,Trp-CA_25121,6330,0.16497506413633664
IlealCont,16,Ornithine-CA_20652,0,0
IlealCont,16,Arg-DCA_22370,1758,0.19019911943649995
IlealCont,16,Ser-CA_18843,182707,5.162637331275892
IlealCont,16,Val-CA_19625,54772,7.397832731614484
IlealCont,16,Thr-CA_19755,17439,2.360585171724145
IlealCont,16,Ile-Leu-CA_20580,91955,3.8147521033407656
IlealCont,16,Ile-Leu-gMCA_20581,3133,0.7457011506837578
IlealCont,16,Lys-CA_21586,15083,0.1279078893591245
IlealCont,16,Lys-CA_21588,48153,3.279270174597489
IlealCont,16,Lys-bMCA_21589,0,0
IlealCont,16,Lys-gMCA_21590,0,0
IlealCont,16,Met-CA_21765,4157,0.4101077704422495
IlealCont,16,Met-gMCA_21769,5867,0.7231532291065785
IlealCont,16,Phe-bMCA_22813,4923,0.3189784396362622
IlealCont,16,Arg-bMCA_23369,0,0
IlealCont,16,Tyr-bMCA_23804,0,0
IlealCont,16,Trp-bMCA_25122,2023,0.30013389562076015
IlealCont,20,Ala-CA_17790,1120273,19.244170136787552
IlealCont,20,Ala-bMCA_17791,437852,13.3743373952524
IlealCont,20,Asn-CA_20646,12224,0.5949213167403626
IlealCont,20,Gln-CA_21582,7568978,47.99960479005613
IlealCont,20,His-CA_22165,16109,1.7670662466104448
IlealCont,20,Arg-CA_23368,186510,0.370515058841689
IlealCont,20,Phe-CA_22812,115482,2.838511802982967
IlealCont,20,Tyr-CA_23803,21531,0.4166614255815911
IlealCont,20,Trp-CA_25121,13412,0.3495490616424245
IlealCont,20,Ornithine-CA_20652,0,0
IlealCont,20,Arg-DCA_22370,0,0
IlealCont,20,Ser-CA_18843,870969,24.61042583909775
IlealCont,20,Val-CA_19625,95556,12.906362822284262
IlealCont,20,Thr-CA_19755,115936,15.693377055393684
IlealCont,20,Ile-Leu-CA_20580,135245,5.610637248831731
IlealCont,20,Ile-Leu-gMCA_20581,6626,1.5770877192564887
IlealCont,20,Lys-CA_21586,25234,0.21399109461566979
IlealCont,20,Lys-CA_21588,38760,2.639596950707093
IlealCont,20,Lys-bMCA_21589,0,0
IlealCont,20,Lys-gMCA_21590,0,0
IlealCont,20,Met-CA_21765,18224,1.797884053052575
IlealCont,20,Met-gMCA_21769,79501,9.799114516311931
IlealCont,20,Phe-bMCA_22813,4188,0.27135521129324924
IlealCont,20,Arg-bMCA_23369,0,0
IlealCont,20,Tyr-bMCA_23804,2921,0.11683284982959043
IlealCont,20,Trp-bMCA_25122,2596,0.3851446332335607
