TissueType,ZT,Metabolite,Abundance,RelAbundance
Cecum,0,Tyr-CA_23803,0,0
Cecum,0,Trp-CA_25121,0,0
Cecum,0,Ornithine-CA_20652,0,NA
Cecum,0,Arg-DCA_22370,0,0
Cecum,0,Ser-CA_18843,0,0
Cecum,0,Val-CA_19625,39835,24.959585959723807
Cecum,0,Thr-CA_19755,3746,86.4927268529208
Cecum,0,Ile-Leu-CA_20580,166523,90.16888763746826
Cecum,0,Ile-Leu-gMCA_20581,0,0
Cecum,0,Lys-CA_21586,3479,14.585167484173898
Cecum,0,Lys-CA_21588,0,0
Cecum,0,Lys-bMCA_21589,0,0
Cecum,0,Lys-gMCA_21590,0,NA
Cecum,0,Met-CA_21765,0,0
Cecum,0,Met-gMCA_21769,2992,100
Cecum,0,Phe-bMCA_22813,0,0
Cecum,0,Arg-bMCA_23369,0,0
Cecum,0,Tyr-bMCA_23804,0,0
Cecum,0,Trp-bMCA_25122,8857,41.76057334150596
Cecum,4,Ala-CA_17790,11038,93.81268060513344
Cecum,4,Ala-bMCA_17791,4369,100
Cecum,4,Asn-CA_20646,5961,63.019346653980335
Cecum,4,Gln-CA_21582,19647487,97.4022496699798
Cecum,4,His-CA_22165,0,0
Cecum,4,Arg-CA_23368,31636,100
Cecum,4,Phe-CA_22812,13053,14.488201212067398
Cecum,4,Tyr-CA_23803,0,0
Cecum,4,Trp-CA_25121,13774,12.653413684133167
Cecum,4,Ornithine-CA_20652,0,NA
Cecum,4,Arg-DCA_22370,3541,24.390411902465907
Cecum,4,Ser-CA_18843,19535,100
Cecum,4,Val-CA_19625,78665,49.2894647802604
Cecum,4,Thr-CA_19755,3345,77.23389517432464
Cecum,4,Ile-Leu-CA_20580,182051,98.57699034541014
Cecum,4,Ile-Leu-gMCA_20581,0,0
Cecum,4,Lys-CA_21586,23853,100
Cecum,4,Lys-CA_21588,0,0
Cecum,4,Lys-bMCA_21589,3028,7.563759898084081
Cecum,4,Lys-gMCA_21590,0,NA
Cecum,4,Met-CA_21765,3120,100
Cecum,4,Met-gMCA_21769,0,0
Cecum,4,Phe-bMCA_22813,0,0
Cecum,4,Arg-bMCA_23369,49982,19.81973408199601
Cecum,4,Tyr-bMCA_23804,2551,10.486722025815999
Cecum,4,Trp-bMCA_25122,6695,31.566787684473574
Cecum,8,Ala-CA_17790,4230,35.95104538500765
Cecum,8,Ala-bMCA_17791,2912,66.65140764476996
Cecum,8,Asn-CA_20646,6526,68.99249392113332
Cecum,8,Gln-CA_21582,20171492,100
Cecum,8,His-CA_22165,0,0
Cecum,8,Arg-CA_23368,0,0
Cecum,8,Phe-CA_22812,10222,11.345927586742736
Cecum,8,Tyr-CA_23803,3092,100
Cecum,8,Trp-CA_25121,60623,55.69100462996987
Cecum,8,Ornithine-CA_20652,0,NA
Cecum,8,Arg-DCA_22370,3605,24.831243972999037
Cecum,8,Ser-CA_18843,2884,14.763245456872282
Cecum,8,Val-CA_19625,91862,57.55836539305004
Cecum,8,Thr-CA_19755,3719,85.86931424613253
Cecum,8,Ile-Leu-CA_20580,184679,100
Cecum,8,Ile-Leu-gMCA_20581,3527,100
Cecum,8,Lys-CA_21586,6521,27.338280300171885
Cecum,8,Lys-CA_21588,4491,100
Cecum,8,Lys-bMCA_21589,2754,6.879324557240277
Cecum,8,Lys-gMCA_21590,0,NA
Cecum,8,Met-CA_21765,0,0
Cecum,8,Met-gMCA_21769,0,0
Cecum,8,Phe-bMCA_22813,3335,100
Cecum,8,Arg-bMCA_23369,14076,5.58166093670073
Cecum,8,Tyr-bMCA_23804,3426,14.083696456466333
Cecum,8,Trp-bMCA_25122,21209,100
Cecum,12,Ala-CA_17790,11766,100
Cecum,12,Ala-bMCA_17791,2851,65.25520714122224
Cecum,12,Asn-CA_20646,9459,100
Cecum,12,Gln-CA_21582,17265713,85.5946253256824
Cecum,12,His-CA_22165,13619,100
Cecum,12,Arg-CA_23368,23426,74.04855228221014
Cecum,12,Phe-CA_22812,90094,100
Cecum,12,Tyr-CA_23803,3079,99.57956015523934
Cecum,12,Trp-CA_25121,9728,8.936576761960756
Cecum,12,Ornithine-CA_20652,0,NA
Cecum,12,Arg-DCA_22370,14518,100
Cecum,12,Ser-CA_18843,13099,67.05400563091887
Cecum,12,Val-CA_19625,159598,100
Cecum,12,Thr-CA_19755,4331,100
Cecum,12,Ile-Leu-CA_20580,178276,96.53290303716177
Cecum,12,Ile-Leu-gMCA_20581,3033,85.99376240430962
Cecum,12,Lys-CA_21586,16578,69.50069173688844
Cecum,12,Lys-CA_21588,0,0
Cecum,12,Lys-bMCA_21589,40033,100
Cecum,12,Lys-gMCA_21590,0,NA
Cecum,12,Met-CA_21765,0,0
Cecum,12,Met-gMCA_21769,0,0
Cecum,12,Phe-bMCA_22813,0,0
Cecum,12,Arg-bMCA_23369,252183,100
Cecum,12,Tyr-bMCA_23804,3382,13.90282002795363
Cecum,12,Trp-bMCA_25122,7641,36.027158281861475
Cecum,16,Ala-CA_17790,0,0
Cecum,16,Ala-bMCA_17791,0,0
Cecum,16,Asn-CA_20646,2621,27.709060154350357
Cecum,16,Gln-CA_21582,19390764,96.12954758130931
Cecum,16,His-CA_22165,3850,28.269329613040604
Cecum,16,Arg-CA_23368,4597,14.530914148438487
Cecum,16,Phe-CA_22812,6335,7.031544830954337
Cecum,16,Tyr-CA_23803,0,0
Cecum,16,Trp-CA_25121,43176,39.6634085397222
Cecum,16,Ornithine-CA_20652,0,NA
Cecum,16,Arg-DCA_22370,0,0
Cecum,16,Ser-CA_18843,2714,13.893012541592014
Cecum,16,Val-CA_19625,17741,11.1160540858908
Cecum,16,Thr-CA_19755,3752,86.63126298776264
Cecum,16,Ile-Leu-CA_20580,151128,81.8328017803865
Cecum,16,Ile-Leu-gMCA_20581,0,0
Cecum,16,Lys-CA_21586,0,0
Cecum,16,Lys-CA_21588,0,0
Cecum,16,Lys-bMCA_21589,0,0
Cecum,16,Lys-gMCA_21590,0,NA
Cecum,16,Met-CA_21765,0,0
Cecum,16,Met-gMCA_21769,0,0
Cecum,16,Phe-bMCA_22813,0,0
Cecum,16,Arg-bMCA_23369,10192,4.041509538708002
Cecum,16,Tyr-bMCA_23804,10383,42.68272630107704
Cecum,16,Trp-bMCA_25122,3818,18.00179169220614
Cecum,20,Ala-CA_17790,3043,25.862655107938124
Cecum,20,Ala-bMCA_17791,0,0
Cecum,20,Asn-CA_20646,3286,34.73940162807908
Cecum,20,Gln-CA_21582,19918236,98.74448553433727
Cecum,20,His-CA_22165,3352,24.61267347088626
Cecum,20,Arg-CA_23368,0,0
Cecum,20,Phe-CA_22812,6647,7.3778498013186224
Cecum,20,Tyr-CA_23803,0,0
Cecum,20,Trp-CA_25121,108856,100
Cecum,20,Ornithine-CA_20652,0,NA
Cecum,20,Arg-DCA_22370,0,0
Cecum,20,Ser-CA_18843,0,0
Cecum,20,Val-CA_19625,37450,23.4652063309064
Cecum,20,Thr-CA_19755,0,0
Cecum,20,Ile-Leu-CA_20580,145019,78.52489996155492
Cecum,20,Ile-Leu-gMCA_20581,0,0
Cecum,20,Lys-CA_21586,0,0
Cecum,20,Lys-CA_21588,0,0
Cecum,20,Lys-bMCA_21589,0,0
Cecum,20,Lys-gMCA_21590,0,NA
Cecum,20,Met-CA_21765,0,0
Cecum,20,Met-gMCA_21769,0,0
Cecum,20,Phe-bMCA_22813,0,0
Cecum,20,Arg-bMCA_23369,0,0
Cecum,20,Tyr-bMCA_23804,24326,100
Cecum,20,Trp-bMCA_25122,11355,53.53859210712434
Cecum,24,Ala-CA_17790,3744,31.820499745028048
Cecum,24,Ala-bMCA_17791,3150,72.09887846189059
Cecum,24,Asn-CA_20646,3484,36.832646157099056
Cecum,24,Gln-CA_21582,18671003,92.56133854649919
Cecum,24,His-CA_22165,0,0
Cecum,24,Arg-CA_23368,0,0
Cecum,24,Phe-CA_22812,6492,7.20580726796457
Cecum,24,Tyr-CA_23803,0,0
Cecum,24,Trp-CA_25121,0,0
Cecum,24,Ornithine-CA_20652,0,NA
Cecum,24,Arg-DCA_22370,0,0
Cecum,24,Ser-CA_18843,0,0
Cecum,24,Val-CA_19625,39835,24.959585959723807
Cecum,24,Thr-CA_19755,3746,86.4927268529208
Cecum,24,Ile-Leu-CA_20580,166523,90.16888763746826
Cecum,24,Ile-Leu-gMCA_20581,0,0
Cecum,24,Lys-CA_21586,3479,14.585167484173898
Cecum,24,Lys-CA_21588,0,0
Cecum,24,Lys-bMCA_21589,0,0
Cecum,24,Lys-gMCA_21590,0,NA
Cecum,24,Met-CA_21765,0,0
Cecum,24,Met-gMCA_21769,2992,100
Cecum,24,Phe-bMCA_22813,0,0
Cecum,24,Arg-bMCA_23369,0,0
Cecum,24,Tyr-bMCA_23804,0,0
Cecum,24,Trp-bMCA_25122,8857,41.76057334150596
Colon,0,Ala-CA_17790,0,0
Colon,0,Ala-bMCA_17791,0,0
Colon,0,Asn-CA_20646,2339,70.92177077016373
Colon,0,Gln-CA_21582,18191671,97.33968692460687
Colon,0,His-CA_22165,2820,95.1417004048583
Colon,0,Arg-CA_23368,0,NA
Colon,0,Phe-CA_22812,0,0
Colon,0,Tyr-CA_23803,0,0
Colon,0,Trp-CA_25121,7000,5.34159500026708
Colon,0,Ornithine-CA_20652,0,NA
Colon,0,Arg-DCA_22370,0,NA
Colon,0,Ser-CA_18843,2572,70.33087229969921
Colon,0,Val-CA_19625,18850,53.601387664571895
Colon,0,Thr-CA_19755,0,NA
Colon,0,Ile-Leu-CA_20580,199617,100
Colon,0,Ile-Leu-gMCA_20581,0,NA
Colon,0,Lys-CA_21586,0,0
Colon,0,Lys-CA_21588,0,NA
Colon,0,Lys-bMCA_21589,0,0
Colon,0,Lys-gMCA_21590,0,NA
Colon,0,Met-CA_21765,0,NA
Colon,0,Met-gMCA_21769,0,NA
Colon,0,Phe-bMCA_22813,0,NA
Colon,0,Arg-bMCA_23369,0,NA
Colon,0,Tyr-bMCA_23804,0,0
Colon,0,Trp-bMCA_25122,6801,52.30733733271804
Colon,4,Ala-CA_17790,3416,100
Colon,4,Ala-bMCA_17791,0,0
Colon,4,Asn-CA_20646,2761,83.71740448756823
Colon,4,Gln-CA_21582,17999167,96.30963976226899
Colon,4,His-CA_22165,0,0
Colon,4,Arg-CA_23368,0,NA
Colon,4,Phe-CA_22812,0,0
Colon,4,Tyr-CA_23803,0,0
Colon,4,Trp-CA_25121,6660,5.082146100254107
Colon,4,Ornithine-CA_20652,0,NA
Colon,4,Arg-DCA_22370,0,NA
Colon,4,Ser-CA_18843,0,0
Colon,4,Val-CA_19625,9610,27.326755196633208
Colon,4,Thr-CA_19755,0,NA
Colon,4,Ile-Leu-CA_20580,171667,85.99818652719958
Colon,4,Ile-Leu-gMCA_20581,0,NA
Colon,4,Lys-CA_21586,4174,81.5234375
Colon,4,Lys-CA_21588,0,NA
Colon,4,Lys-bMCA_21589,0,0
Colon,4,Lys-gMCA_21590,0,NA
Colon,4,Met-CA_21765,0,NA
Colon,4,Met-gMCA_21769,0,NA
Colon,4,Phe-bMCA_22813,0,NA
Colon,4,Arg-bMCA_23369,0,NA
Colon,4,Tyr-bMCA_23804,0,0
Colon,4,Trp-bMCA_25122,0,0
Colon,8,Ala-CA_17790,0,0
Colon,8,Ala-bMCA_17791,2647,100
Colon,8,Asn-CA_20646,3298,100
Colon,8,Gln-CA_21582,18144375,97.08661628404911
Colon,8,His-CA_22165,0,0
Colon,8,Arg-CA_23368,0,NA
Colon,8,Phe-CA_22812,3848,25.130616509926856
Colon,8,Tyr-CA_23803,0,0
Colon,8,Trp-CA_25121,0,0
Colon,8,Ornithine-CA_20652,0,NA
Colon,8,Arg-DCA_22370,0,NA
Colon,8,Ser-CA_18843,3657,100
Colon,8,Val-CA_19625,35167,100
Colon,8,Thr-CA_19755,0,NA
Colon,8,Ile-Leu-CA_20580,173908,87.12083640170928
Colon,8,Ile-Leu-gMCA_20581,0,NA
Colon,8,Lys-CA_21586,0,0
Colon,8,Lys-CA_21588,0,NA
Colon,8,Lys-bMCA_21589,0,0
Colon,8,Lys-gMCA_21590,0,NA
Colon,8,Met-CA_21765,0,NA
Colon,8,Met-gMCA_21769,0,NA
Colon,8,Phe-bMCA_22813,0,NA
Colon,8,Arg-bMCA_23369,0,NA
Colon,8,Tyr-bMCA_23804,0,0
Colon,8,Trp-bMCA_25122,5239,40.29380095369943
Colon,12,Ala-CA_17790,0,0
Colon,12,Ala-bMCA_17791,0,0
Colon,12,Asn-CA_20646,2980,90.35779260157672
Colon,12,Gln-CA_21582,18688853,100
Colon,12,His-CA_22165,2839,95.78272604588393
Colon,12,Arg-CA_23368,0,NA
Colon,12,Phe-CA_22812,13149,85.87382445141067
Colon,12,Tyr-CA_23803,4321,100
Colon,12,Trp-CA_25121,8788,6.7059909803353
Colon,12,Ornithine-CA_20652,0,NA
Colon,12,Arg-DCA_22370,0,NA
Colon,12,Ser-CA_18843,0,0
Colon,12,Val-CA_19625,31958,90.8749680097819
Colon,12,Thr-CA_19755,0,NA
Colon,12,Ile-Leu-CA_20580,164298,82.30661717188416
Colon,12,Ile-Leu-gMCA_20581,0,NA
Colon,12,Lys-CA_21586,0,0
Colon,12,Lys-CA_21588,0,NA
Colon,12,Lys-bMCA_21589,3036,100
Colon,12,Lys-gMCA_21590,0,NA
Colon,12,Met-CA_21765,0,NA
Colon,12,Met-gMCA_21769,0,NA
Colon,12,Phe-bMCA_22813,0,NA
Colon,12,Arg-bMCA_23369,0,NA
Colon,12,Tyr-bMCA_23804,3641,22.796143250688704
Colon,12,Trp-bMCA_25122,13002,100
Colon,16,Ala-CA_17790,0,0
Colon,16,Ala-bMCA_17791,0,0
Colon,16,Asn-CA_20646,2880,87.32565191024864
Colon,16,Gln-CA_21582,18649624,99.79009412723188
Colon,16,His-CA_22165,2835,95.64777327935222
Colon,16,Arg-CA_23368,0,NA
Colon,16,Phe-CA_22812,12880,84.11703239289446
Colon,16,Tyr-CA_23803,0,0
Colon,16,Trp-CA_25121,131047,100
Colon,16,Ornithine-CA_20652,0,NA
Colon,16,Arg-DCA_22370,0,NA
Colon,16,Ser-CA_18843,0,0
Colon,16,Val-CA_19625,9654,27.451872494099582
Colon,16,Thr-CA_19755,0,NA
Colon,16,Ile-Leu-CA_20580,167502,83.91169088805061
Colon,16,Ile-Leu-gMCA_20581,0,NA
Colon,16,Lys-CA_21586,0,0
Colon,16,Lys-CA_21588,0,NA
Colon,16,Lys-bMCA_21589,0,0
Colon,16,Lys-gMCA_21590,0,NA
Colon,16,Met-CA_21765,0,NA
Colon,16,Met-gMCA_21769,0,NA
Colon,16,Phe-bMCA_22813,0,NA
Colon,16,Arg-bMCA_23369,0,NA
Colon,16,Tyr-bMCA_23804,15972,100
Colon,16,Trp-bMCA_25122,4509,34.679280110752195
Colon,20,Ala-CA_17790,0,0
Colon,20,Ala-bMCA_17791,0,0
Colon,20,Asn-CA_20646,2492,75.5609460278957
Colon,20,Gln-CA_21582,18645238,99.7666255922715
Colon,20,His-CA_22165,2964,100
Colon,20,Arg-CA_23368,0,NA
Colon,20,Phe-CA_22812,15312,100
Colon,20,Tyr-CA_23803,0,0
Colon,20,Trp-CA_25121,17677,13.489053545674453
Colon,20,Ornithine-CA_20652,0,NA
Colon,20,Arg-DCA_22370,0,NA
Colon,20,Ser-CA_18843,0,0
Colon,20,Val-CA_19625,19776,56.2345380612506
Colon,20,Thr-CA_19755,0,NA
Colon,20,Ile-Leu-CA_20580,187515,93.93739010204541
Colon,20,Ile-Leu-gMCA_20581,0,NA
Colon,20,Lys-CA_21586,5120,100
Colon,20,Lys-CA_21588,0,NA
Colon,20,Lys-bMCA_21589,0,0
Colon,20,Lys-gMCA_21590,0,NA
Colon,20,Met-CA_21765,0,NA
Colon,20,Met-gMCA_21769,0,NA
Colon,20,Phe-bMCA_22813,0,NA
Colon,20,Arg-bMCA_23369,0,NA
Colon,20,Tyr-bMCA_23804,6373,39.90107688454796
Colon,20,Trp-bMCA_25122,0,0
Colon,24,Ala-CA_17790,0,0
Colon,24,Ala-bMCA_17791,0,0
Colon,24,Asn-CA_20646,2339,70.92177077016373
Colon,24,Gln-CA_21582,18191671,97.33968692460687
Colon,24,His-CA_22165,2820,95.1417004048583
Colon,24,Arg-CA_23368,0,NA
Colon,24,Phe-CA_22812,0,0
Colon,24,Tyr-CA_23803,0,0
Colon,24,Trp-CA_25121,7000,5.34159500026708
Colon,24,Ornithine-CA_20652,0,NA
Colon,24,Arg-DCA_22370,0,NA
Colon,24,Ser-CA_18843,2572,70.33087229969921
Colon,24,Val-CA_19625,18850,53.601387664571895
Colon,24,Thr-CA_19755,0,NA
Colon,24,Ile-Leu-CA_20580,199617,100
Colon,24,Ile-Leu-gMCA_20581,0,NA
Colon,24,Lys-CA_21586,0,0
Colon,24,Lys-CA_21588,0,NA
Colon,24,Lys-bMCA_21589,0,0
Colon,24,Lys-gMCA_21590,0,NA
Colon,24,Met-CA_21765,0,NA
Colon,24,Met-gMCA_21769,0,NA
Colon,24,Phe-bMCA_22813,0,NA
Colon,24,Arg-bMCA_23369,0,NA
Colon,24,Tyr-bMCA_23804,0,0
Colon,24,Trp-bMCA_25122,6801,52.30733733271804
ColonConts,0,Ala-CA_17790,7350,7.805447884033345
ColonConts,0,Ala-bMCA_17791,5886,9.053016903271452
ColonConts,0,Asn-CA_20646,15143,19.93470505377618
ColonConts,0,Gln-CA_21582,19079803,89.3992230527554
ColonConts,0,His-CA_22165,2578,11.112547954653218
ColonConts,0,Arg-CA_23368,0,0
ColonConts,0,Phe-CA_22812,29949,16.11530224599391
ColonConts,0,Tyr-CA_23803,0,0
ColonConts,0,Trp-CA_25121,14284,5.151620069823134
ColonConts,0,Ornithine-CA_20652,4593,18.42284705787975
ColonConts,0,Arg-DCA_22370,15437,37.2289883033884
ColonConts,0,Ser-CA_18843,3459,5.024184060307638
ColonConts,0,Val-CA_19625,322052,28.721766692054274
ColonConts,0,Thr-CA_19755,10345,33.51367111571854
ColonConts,0,Ile-Leu-CA_20580,190780,88.69940395934648
ColonConts,0,Ile-Leu-gMCA_20581,3660,10.563075413431845
ColonConts,0,Lys-CA_21586,5701,3.653105556231938
ColonConts,0,Lys-CA_21588,0,0
ColonConts,0,Lys-bMCA_21589,52828,10.701682595889327
ColonConts,0,Lys-gMCA_21590,0,0
ColonConts,0,Met-CA_21765,3297,18.104442369996157
ColonConts,0,Met-gMCA_21769,0,0
ColonConts,0,Phe-bMCA_22813,0,0
ColonConts,0,Arg-bMCA_23369,0,0
ColonConts,0,Tyr-bMCA_23804,2955,4.668025212075257
ColonConts,0,Trp-bMCA_25122,0,0
ColonConts,4,Ala-CA_17790,94165,100
ColonConts,4,Ala-bMCA_17791,55666,85.61760770260086
ColonConts,4,Asn-CA_20646,18931,24.92134328554691
ColonConts,4,Gln-CA_21582,17915859,83.94551426567222
ColonConts,4,His-CA_22165,23199,100
ColonConts,4,Arg-CA_23368,42497,100
ColonConts,4,Phe-CA_22812,50692,27.276934169886246
ColonConts,4,Tyr-CA_23803,31778,100
ColonConts,4,Trp-CA_25121,93903,33.86674456851034
ColonConts,4,Ornithine-CA_20652,4418,17.720909710801813
ColonConts,4,Arg-DCA_22370,13736,33.12673338960569
ColonConts,4,Ser-CA_18843,68847,100
ColonConts,4,Val-CA_19625,530693,47.32912862241613
ColonConts,4,Thr-CA_19755,27676,89.65919398730077
ColonConts,4,Ile-Leu-CA_20580,193238,89.84220265382218
ColonConts,4,Ile-Leu-gMCA_20581,18095,52.223729400559904
ColonConts,4,Lys-CA_21586,110314,70.68736823893528
ColonConts,4,Lys-CA_21588,26407,23.624717070595917
ColonConts,4,Lys-bMCA_21589,90605,18.354394480210352
ColonConts,4,Lys-gMCA_21590,4618,4.495541450878081
ColonConts,4,Met-CA_21765,4220,23.17280764373181
ColonConts,4,Met-gMCA_21769,4568,15.696515703388084
ColonConts,4,Phe-bMCA_22813,21255,25.484694795151253
ColonConts,4,Arg-bMCA_23369,71278,55.26197453908297
ColonConts,4,Tyr-bMCA_23804,18429,29.112364342922138
ColonConts,4,Trp-bMCA_25122,20059,7.475078723285324
ColonConts,8,Ala-CA_17790,19858,21.08851484097064
ColonConts,8,Ala-bMCA_17791,65017,100
ColonConts,8,Asn-CA_20646,6733,8.863525663810012
ColonConts,8,Gln-CA_21582,19937847,93.41962446597117
ColonConts,8,His-CA_22165,3212,13.845424371740162
ColonConts,8,Arg-CA_23368,0,0
ColonConts,8,Phe-CA_22812,185842,100
ColonConts,8,Tyr-CA_23803,3718,11.699918182390332
ColonConts,8,Trp-CA_25121,277272,100
ColonConts,8,Ornithine-CA_20652,6794,27.251213348842807
ColonConts,8,Arg-DCA_22370,38380,92.55999035331001
ColonConts,8,Ser-CA_18843,6838,9.932168431449446
ColonConts,8,Val-CA_19625,1121282,100
ColonConts,8,Thr-CA_19755,11676,37.82557988855773
ColonConts,8,Ile-Leu-CA_20580,215086,100
ColonConts,8,Ile-Leu-gMCA_20581,34649,100
ColonConts,8,Lys-CA_21586,57709,36.978963084474465
ColonConts,8,Lys-CA_21588,111777,100
ColonConts,8,Lys-bMCA_21589,315367,63.885771470012685
ColonConts,8,Lys-gMCA_21590,102724,100
ColonConts,8,Met-CA_21765,18211,100
ColonConts,8,Met-gMCA_21769,29102,100
ColonConts,8,Phe-bMCA_22813,83403,100
ColonConts,8,Arg-bMCA_23369,37520,29.089330294149573
ColonConts,8,Tyr-bMCA_23804,63303,100
ColonConts,8,Trp-bMCA_25122,268345,100
ColonConts,12,Ala-CA_17790,12783,13.575107524026976
ColonConts,12,Ala-bMCA_17791,30548,46.984634787824724
ColonConts,12,Asn-CA_20646,75963,100
ColonConts,12,Gln-CA_21582,18968506,88.87773625710544
ColonConts,12,His-CA_22165,3128,13.483339799129274
ColonConts,12,Arg-CA_23368,2910,6.847542179447961
ColonConts,12,Phe-CA_22812,8146,4.383293335198717
ColonConts,12,Tyr-CA_23803,0,0
ColonConts,12,Trp-CA_25121,90831,32.7588072362157
ColonConts,12,Ornithine-CA_20652,24931,100
ColonConts,12,Arg-DCA_22370,41465,100
ColonConts,12,Ser-CA_18843,6028,8.755646578645402
ColonConts,12,Val-CA_19625,914543,81.56226533557125
ColonConts,12,Thr-CA_19755,30868,100
ColonConts,12,Ile-Leu-CA_20580,199698,92.84565243669974
ColonConts,12,Ile-Leu-gMCA_20581,21238,61.29469825969004
ColonConts,12,Lys-CA_21586,156059,100
ColonConts,12,Lys-CA_21588,8674,7.7600937581076614
ColonConts,12,Lys-bMCA_21589,493642,100
ColonConts,12,Lys-gMCA_21590,8114,7.8988357151201285
ColonConts,12,Met-CA_21765,7176,39.40475536763495
ColonConts,12,Met-gMCA_21769,9094,31.248711428767784
ColonConts,12,Phe-bMCA_22813,21805,26.144143496037316
ColonConts,12,Arg-bMCA_23369,128982,100
ColonConts,12,Tyr-bMCA_23804,8357,13.201586022779333
ColonConts,12,Trp-bMCA_25122,44692,16.65467961020328
ColonConts,16,Ala-CA_17790,3594,3.8167047204375297
ColonConts,16,Ala-bMCA_17791,3161,4.861805373979113
ColonConts,16,Asn-CA_20646,3391,4.464015375906691
ColonConts,16,Gln-CA_21582,18015116,84.41058713264822
ColonConts,16,His-CA_22165,0,0
ColonConts,16,Arg-CA_23368,0,0
ColonConts,16,Phe-CA_22812,66018,35.52372445410617
ColonConts,16,Tyr-CA_23803,0,0
ColonConts,16,Trp-CA_25121,3905,1.4083643498081306
ColonConts,16,Ornithine-CA_20652,0,0
ColonConts,16,Arg-DCA_22370,3696,8.913541541058724
ColonConts,16,Ser-CA_18843,2997,4.353130855374962
ColonConts,16,Val-CA_19625,138747,12.37396123365933
ColonConts,16,Thr-CA_19755,4189,13.570688091227161
ColonConts,16,Ile-Leu-CA_20580,170593,79.31385585300762
ColonConts,16,Ile-Leu-gMCA_20581,7082,20.439262316372766
ColonConts,16,Lys-CA_21586,3469,2.2228772451444647
ColonConts,16,Lys-CA_21588,0,0
ColonConts,16,Lys-bMCA_21589,0,0
ColonConts,16,Lys-gMCA_21590,0,0
ColonConts,16,Met-CA_21765,0,0
ColonConts,16,Met-gMCA_21769,0,0
ColonConts,16,Phe-bMCA_22813,0,0
ColonConts,16,Arg-bMCA_23369,0,0
ColonConts,16,Tyr-bMCA_23804,0,0
ColonConts,16,Trp-bMCA_25122,0,0
ColonConts,20,Ala-CA_17790,4927,5.232304996548612
ColonConts,20,Ala-bMCA_17791,2902,4.46344802128674
ColonConts,20,Asn-CA_20646,18710,24.630412174348038
ColonConts,20,Gln-CA_21582,21342247,100
ColonConts,20,His-CA_22165,2976,12.828139143928619
ColonConts,20,Arg-CA_23368,0,0
ColonConts,20,Phe-CA_22812,19934,10.726315902756104
ColonConts,20,Tyr-CA_23803,0,0
ColonConts,20,Trp-CA_25121,5034,1.8155457456937591
ColonConts,20,Ornithine-CA_20652,0,0
ColonConts,20,Arg-DCA_22370,11310,27.276015917038464
ColonConts,20,Ser-CA_18843,3487,5.06485395151568
ColonConts,20,Val-CA_19625,256989,22.91921211613136
ColonConts,20,Thr-CA_19755,22374,72.48283011532979
ColonConts,20,Ile-Leu-CA_20580,191837,89.19083529378946
ColonConts,20,Ile-Leu-gMCA_20581,5360,15.469421916938439
ColonConts,20,Lys-CA_21586,12366,7.923926207395921
ColonConts,20,Lys-CA_21588,0,0
ColonConts,20,Lys-bMCA_21589,27956,5.6632134218725305
ColonConts,20,Lys-gMCA_21590,0,0
ColonConts,20,Met-CA_21765,3509,19.268573938828183
ColonConts,20,Met-gMCA_21769,2788,9.580097587794652
ColonConts,20,Phe-bMCA_22813,0,0
ColonConts,20,Arg-bMCA_23369,0,0
ColonConts,20,Tyr-bMCA_23804,3868,6.110294930729982
ColonConts,20,Trp-bMCA_25122,0,0
ColonConts,24,Ala-CA_17790,7350,7.805447884033345
ColonConts,24,Ala-bMCA_17791,5886,9.053016903271452
ColonConts,24,Asn-CA_20646,15143,19.93470505377618
ColonConts,24,Gln-CA_21582,19079803,89.3992230527554
ColonConts,24,His-CA_22165,2578,11.112547954653218
ColonConts,24,Arg-CA_23368,0,0
ColonConts,24,Phe-CA_22812,29949,16.11530224599391
ColonConts,24,Tyr-CA_23803,0,0
ColonConts,24,Trp-CA_25121,14284,5.151620069823134
ColonConts,24,Ornithine-CA_20652,4593,18.42284705787975
ColonConts,24,Arg-DCA_22370,15437,37.2289883033884
ColonConts,24,Ser-CA_18843,3459,5.024184060307638
ColonConts,24,Val-CA_19625,322052,28.721766692054274
ColonConts,24,Thr-CA_19755,10345,33.51367111571854
ColonConts,24,Ile-Leu-CA_20580,190780,88.69940395934648
ColonConts,24,Ile-Leu-gMCA_20581,3660,10.563075413431845
ColonConts,24,Lys-CA_21586,5701,3.653105556231938
ColonConts,24,Lys-CA_21588,0,0
ColonConts,24,Lys-bMCA_21589,52828,10.701682595889327
ColonConts,24,Lys-gMCA_21590,0,0
ColonConts,24,Met-CA_21765,3297,18.104442369996157
ColonConts,24,Met-gMCA_21769,0,0
ColonConts,24,Phe-bMCA_22813,0,0
ColonConts,24,Arg-bMCA_23369,0,0
ColonConts,24,Tyr-bMCA_23804,2955,4.668025212075257
ColonConts,24,Trp-bMCA_25122,0,0
Duodenum,0,Ala-CA_17790,642507,53.95903860737648
Duodenum,0,Ala-bMCA_17791,110683,24.58655151196085
Duodenum,0,Asn-CA_20646,66052,22.89053078085363
Duodenum,0,Gln-CA_21582,12900443,100
Duodenum,0,His-CA_22165,2585,43.746826874259604
Duodenum,0,Arg-CA_23368,0,0
Duodenum,0,Phe-CA_22812,4568,3.274998028405302
Duodenum,0,Tyr-CA_23803,0,0
Duodenum,0,Trp-CA_25121,4227,2.2363777769547806
Duodenum,0,Ornithine-CA_20652,0,NA
